,id,sensor_id,data,time_stamp
536,537,1,19.7,2021-11-01 07:25:20.666285
537,538,1,19.7,2021-11-01 07:47:03.272213
538,539,1,19.7,2021-11-01 08:08:43.815732
539,540,1,19.8,2021-11-01 08:30:09.709331
540,541,1,19.7,2021-11-01 08:52:50.502069
541,542,1,19.8,2021-11-01 09:13:23.618119
542,543,1,19.8,2021-11-01 09:34:58.767025
543,544,1,19.8,2021-11-01 09:56:04.878708
544,545,1,19.8,2021-11-01 10:17:47.864339
545,546,1,20.0,2021-11-01 10:38:30.878093
546,547,1,20.0,2021-11-01 10:59:31.803144
547,548,1,20.0,2021-11-01 11:20:24.946438
548,549,1,20.1,2021-11-01 11:41:27.903838
549,550,1,20.2,2021-11-01 12:02:42.932700
550,551,1,20.2,2021-11-01 12:24:58.971791
551,552,1,20.3,2021-11-01 12:45:45.666391
552,553,1,20.3,2021-11-01 13:06:58.803094
553,554,1,20.2,2021-11-01 13:28:14.381360
554,555,1,20.2,2021-11-01 13:49:42.815336
555,556,1,20.3,2021-11-01 14:12:23.556975
556,557,1,20.2,2021-11-01 14:33:47.381553
557,558,1,20.2,2021-11-01 14:55:03.028422
558,559,1,20.2,2021-11-01 15:16:36.113724
559,560,1,20.2,2021-11-01 15:38:28.013608
560,561,1,20.2,2021-11-01 16:00:09.756320
561,562,1,20.2,2021-11-01 16:23:11.990728
562,563,1,20.2,2021-11-01 16:45:13.289082
563,564,1,20.1,2021-11-01 17:06:36.327505
564,565,1,20.1,2021-11-01 17:27:18.988062
565,566,1,20.1,2021-11-01 17:49:35.394444
566,567,1,20.1,2021-11-01 18:11:00.785740
567,568,1,20.1,2021-11-01 18:33:17.577453
568,569,1,20.0,2021-11-01 18:54:17.728010
569,570,1,20.0,2021-11-01 19:16:06.680805
570,571,1,19.8,2021-11-01 19:37:40.798208
571,572,1,19.8,2021-11-01 19:58:21.734435
572,573,1,19.7,2021-11-01 20:20:08.979558
573,574,1,19.6,2021-11-01 20:42:00.586620
574,575,1,19.4,2021-11-01 21:04:15.404786
575,576,1,19.3,2021-11-01 21:25:43.114800
576,577,1,19.3,2021-11-01 21:47:45.683712
577,578,1,19.1,2021-11-01 22:10:02.903089
578,579,1,19.1,2021-11-01 22:32:14.424639
579,580,1,18.9,2021-11-01 22:53:57.402057
580,581,1,18.8,2021-11-01 23:15:11.086585
581,582,1,18.7,2021-11-01 23:36:28.544209
582,583,1,18.6,2021-11-01 23:58:49.876151
583,584,1,18.6,2021-11-02 00:19:57.492098
584,585,1,18.5,2021-11-02 00:41:17.707260
585,586,1,18.3,2021-11-02 01:02:52.462296
586,587,1,18.3,2021-11-02 01:24:26.972109
587,588,1,18.3,2021-11-02 01:46:10.404609
588,589,1,18.1,2021-11-02 02:07:25.415533
589,590,1,18.1,2021-11-02 02:29:22.543054
590,591,1,18.8,2021-11-02 02:51:04.112514
591,592,1,19.1,2021-11-02 03:12:51.409395
592,593,1,19.4,2021-11-02 03:34:54.188013
593,594,1,19.4,2021-11-02 03:57:14.110485
594,595,1,19.5,2021-11-02 04:18:28.353915
595,596,1,19.6,2021-11-02 04:39:52.457528
596,597,1,19.7,2021-11-02 05:00:46.789100
597,598,1,19.7,2021-11-02 05:22:22.647929
598,599,1,19.7,2021-11-02 05:44:08.043485
599,600,1,19.8,2021-11-02 06:06:33.702437
600,601,1,19.8,2021-11-02 06:28:31.581316
601,602,1,19.8,2021-11-02 06:49:29.374360
602,603,1,19.9,2021-11-02 07:11:33.923097
603,604,1,19.9,2021-11-02 07:33:15.287662
604,605,1,20.0,2021-11-02 07:54:43.900365
605,606,1,20.0,2021-11-02 08:17:06.582194
606,607,1,20.1,2021-11-02 08:39:50.205829
607,608,1,20.2,2021-11-02 09:01:09.185129
608,609,1,20.2,2021-11-02 09:22:30.928043
609,610,1,20.2,2021-11-02 09:44:46.345728
610,611,1,20.2,2021-11-02 10:06:18.202036
611,612,1,20.2,2021-11-02 10:27:31.752499
612,613,1,20.2,2021-11-02 10:49:18.996113
613,614,1,20.2,2021-11-02 11:10:50.812742
614,615,1,20.3,2021-11-02 11:31:56.620840
615,616,1,20.3,2021-11-02 11:54:05.170422
616,617,1,20.3,2021-11-02 12:16:29.082249
617,618,1,20.3,2021-11-02 12:38:30.200439
618,619,1,20.3,2021-11-02 12:59:56.245630
619,620,1,20.3,2021-11-02 13:20:19.085514
620,621,1,20.3,2021-11-02 13:41:38.552365
621,622,1,20.2,2021-11-02 14:03:49.161988
622,623,1,20.2,2021-11-02 14:24:59.793988
623,624,1,20.2,2021-11-02 14:45:20.349867
624,625,1,20.2,2021-11-02 15:06:49.850612
625,626,1,0.0,2021-11-02 16:17:35.805076
626,627,1,20.0,2021-11-02 16:40:13.394922
627,628,1,20.1,2021-11-02 17:02:37.637068
628,629,1,20.1,2021-11-02 17:25:07.372306
629,630,1,20.1,2021-11-02 17:46:45.619300
630,631,1,20.1,2021-11-02 18:08:38.385742
631,632,1,20.1,2021-11-02 18:30:19.337995
632,633,1,19.9,2021-11-02 18:53:33.665093
633,634,1,19.9,2021-11-02 19:14:50.417099
634,635,1,19.7,2021-11-02 19:35:34.837312
635,636,1,19.6,2021-11-02 19:57:29.036818
636,637,1,19.5,2021-11-02 20:19:25.088285
637,638,1,19.3,2021-11-02 20:41:02.462905
638,639,1,19.1,2021-11-02 21:04:02.667529
639,640,1,19.0,2021-11-02 21:25:40.320272
640,641,1,19.0,2021-11-02 21:47:10.633991
641,642,1,18.8,2021-11-02 22:08:27.088156
642,643,1,18.6,2021-11-02 22:30:59.193359
643,644,1,18.5,2021-11-02 22:52:07.240155
644,645,1,18.4,2021-11-02 23:15:02.070748
645,646,1,18.3,2021-11-02 23:36:48.016228
646,647,1,18.3,2021-11-02 23:58:17.138947
647,648,1,18.2,2021-11-03 00:20:24.440307
648,649,1,18.1,2021-11-03 00:42:16.273705
649,650,1,18.0,2021-11-03 01:04:49.306524
650,651,1,18.0,2021-11-03 01:26:08.932471
651,652,1,17.9,2021-11-03 01:47:43.103658
652,653,1,17.8,2021-11-03 02:09:10.781619
653,654,1,17.7,2021-11-03 02:31:24.260148
654,655,1,17.7,2021-11-03 02:53:31.891417
655,656,1,17.6,2021-11-03 03:15:38.320449
656,657,1,18.0,2021-11-03 03:36:42.264675
657,658,1,18.2,2021-11-03 03:57:52.471393
658,659,1,18.5,2021-11-03 04:19:10.627765
659,660,1,19.0,2021-11-03 04:40:41.027401
660,661,1,19.2,2021-11-03 05:03:22.005559
661,662,1,19.3,2021-11-03 05:25:08.519882
662,663,1,19.3,2021-11-03 05:46:33.466453
663,664,1,19.5,2021-11-03 06:09:12.024616
664,665,1,19.6,2021-11-03 06:31:08.751327
665,666,1,19.7,2021-11-03 06:53:03.027755
666,667,1,19.7,2021-11-03 07:15:13.285386
667,668,1,19.8,2021-11-03 07:36:24.946975
668,669,1,19.8,2021-11-03 07:58:02.345336
669,670,1,19.8,2021-11-03 08:19:39.876534
670,671,1,19.8,2021-11-03 08:40:57.450988
671,672,1,19.9,2021-11-03 09:01:56.036116
672,673,1,20.0,2021-11-03 09:23:33.205612
673,674,1,20.0,2021-11-03 09:46:12.062722
674,675,1,20.0,2021-11-03 10:09:21.035262
675,676,1,20.1,2021-11-03 10:30:37.666178
676,677,1,20.2,2021-11-03 10:53:14.096808
677,678,1,20.2,2021-11-03 11:15:38.764548
678,679,1,20.3,2021-11-03 11:38:12.879106
679,680,1,20.4,2021-11-03 12:01:38.477387
680,681,1,20.4,2021-11-03 12:23:13.558101
681,682,1,20.4,2021-11-03 12:44:41.360377
682,683,1,20.4,2021-11-03 13:06:20.911102
683,684,1,20.4,2021-11-03 13:27:53.610087
684,685,1,20.4,2021-11-03 13:49:30.954893
685,686,1,20.4,2021-11-03 14:11:19.664829
686,687,1,20.3,2021-11-03 14:32:43.836818
687,688,1,20.3,2021-11-03 14:54:12.097425
688,689,1,20.3,2021-11-03 15:16:17.629297
689,690,1,20.2,2021-11-03 15:38:49.604322
690,691,1,20.2,2021-11-03 16:00:42.224603
691,692,1,20.1,2021-11-03 16:23:18.227409
692,693,1,20.1,2021-11-03 16:45:24.463916
693,694,1,20.1,2021-11-03 17:06:44.168467
694,695,1,20.1,2021-11-03 17:27:41.068611
695,696,1,20.2,2021-11-03 17:49:51.781874
696,697,1,20.2,2021-11-03 18:11:48.395125
697,698,1,20.2,2021-11-03 18:33:46.731289
698,699,1,20.1,2021-11-03 18:56:34.223163
699,700,1,20.0,2021-11-03 19:18:25.859507
700,701,1,19.8,2021-11-03 19:40:51.868467
701,702,1,19.6,2021-11-03 20:02:47.263741
702,703,1,19.5,2021-11-03 20:24:05.092580
703,704,1,19.4,2021-11-03 20:46:09.008225
704,705,1,19.2,2021-11-03 21:07:26.618373
705,706,1,19.1,2021-11-03 21:29:28.055788
706,707,1,19.0,2021-11-03 21:50:22.526217
707,708,1,18.8,2021-11-03 22:11:19.423912
708,709,1,18.6,2021-11-03 22:32:50.497150
709,710,1,18.5,2021-11-03 22:54:26.109794
710,711,1,18.5,2021-11-03 23:16:16.815187
711,712,1,18.3,2021-11-03 23:37:40.579791
712,713,1,18.1,2021-11-04 00:01:12.505354
713,714,1,18.1,2021-11-04 00:22:22.237884
714,715,1,18.0,2021-11-04 00:44:41.262791
715,716,1,17.9,2021-11-04 01:05:36.359947
716,717,1,17.9,2021-11-04 01:26:46.470370
717,718,1,17.9,2021-11-04 01:47:58.906131
718,719,1,17.7,2021-11-04 02:09:29.211372
719,720,1,18.1,2021-11-04 02:32:05.826744
720,721,1,18.5,2021-11-04 02:54:56.440128
721,722,1,18.8,2021-11-04 03:16:05.140521
722,723,1,19.2,2021-11-04 03:38:27.119534
723,724,1,19.3,2021-11-04 03:59:18.459926
724,725,1,19.4,2021-11-04 04:21:01.758067
725,726,1,19.4,2021-11-04 04:43:46.363216
726,727,1,19.6,2021-11-04 05:04:57.408446
727,728,1,19.7,2021-11-04 05:25:39.606423
728,729,1,19.7,2021-11-04 05:47:15.972158
729,730,1,19.8,2021-11-04 06:08:43.877123
730,731,1,19.9,2021-11-04 06:30:08.363179
731,732,1,20.0,2021-11-04 06:51:22.251210
732,733,1,20.0,2021-11-04 07:13:49.874202
733,734,1,20.1,2021-11-04 07:34:17.365768
734,735,1,20.1,2021-11-04 07:56:41.041741
735,736,1,20.2,2021-11-04 08:18:10.856918
736,737,1,20.2,2021-11-04 08:39:31.517849
737,738,1,20.3,2021-11-04 09:00:41.746458
738,739,1,20.3,2021-11-04 09:21:45.787687
739,740,1,20.3,2021-11-04 09:43:09.703802
740,741,1,20.4,2021-11-04 10:05:09.658709
741,742,1,20.3,2021-11-04 10:26:41.940096
742,743,1,20.3,2021-11-04 10:47:30.752890
743,744,1,20.4,2021-11-04 11:09:16.907690
744,745,1,20.4,2021-11-04 11:31:36.422183
745,746,1,20.4,2021-11-04 11:58:22.579000
746,747,1,20.4,2021-11-04 12:21:31.388000
747,748,1,20.4,2021-11-04 12:43:39.809000
748,749,1,20.3,2021-11-04 13:05:37.216000
749,750,1,20.3,2021-11-04 13:28:27.858000
750,751,1,20.2,2021-11-04 13:51:35.358000
751,752,1,20.2,2021-11-04 14:15:46.011000
752,753,1,20.1,2021-11-04 14:37:38.870000
753,754,1,20.0,2021-11-04 14:59:34.265000
754,755,1,20.0,2021-11-04 15:21:52.012000
755,756,1,19.9,2021-11-04 15:42:55.335000
756,757,1,19.9,2021-11-04 16:04:28.950000
757,758,1,19.9,2021-11-04 16:26:01.190000
758,759,1,19.8,2021-11-04 16:48:16.120000
759,760,1,19.9,2021-11-04 17:11:26.204000
760,761,1,19.8,2021-11-04 17:32:55.809000
761,762,1,19.8,2021-11-04 17:53:50.364000
762,763,1,19.8,2021-11-04 18:15:19.933000
763,764,1,19.7,2021-11-04 18:37:03.111000
764,765,1,19.7,2021-11-04 18:58:43.513000
765,766,1,19.7,2021-11-04 19:20:37.031000
766,767,1,19.5,2021-11-04 19:42:36.995000
767,768,1,19.3,2021-11-04 20:03:50.726000
768,769,1,19.2,2021-11-04 20:26:42.694000
769,770,1,19.1,2021-11-04 20:49:29.233000
770,771,1,19.0,2021-11-04 21:11:38.579000
771,772,1,18.8,2021-11-04 21:34:37.915000
772,773,1,18.7,2021-11-04 21:57:28.780000
773,774,1,18.6,2021-11-04 22:20:04.357000
774,775,1,18.5,2021-11-04 22:42:52.384000
775,776,1,18.4,2021-11-04 23:04:47.752000
776,777,1,18.3,2021-11-04 23:26:06.130000
777,778,1,18.3,2021-11-04 23:48:03.067000
778,779,1,18.1,2021-11-05 00:10:19.903000
779,780,1,18.0,2021-11-05 00:32:38.121000
780,781,1,18.0,2021-11-05 00:54:56.029000
781,782,1,18.0,2021-11-05 01:17:30.905000
782,783,1,17.9,2021-11-05 01:39:07.538000
783,784,1,17.8,2021-11-05 02:01:59.195000
784,785,1,17.8,2021-11-05 02:23:28.052000
785,786,1,17.7,2021-11-05 02:45:28.266000
786,787,1,17.6,2021-11-05 03:07:25.499000
787,788,1,17.6,2021-11-05 03:29:05.232000
788,789,1,17.6,2021-11-05 03:50:23.445000
789,790,1,17.5,2021-11-05 04:12:30.403000
790,791,1,17.4,2021-11-05 04:34:10.473000
791,792,1,17.4,2021-11-05 04:56:21.657000
792,793,1,17.4,2021-11-05 05:17:47.907000
793,794,1,17.3,2021-11-05 05:38:47.224000
794,795,1,17.3,2021-11-05 05:59:38.045000
795,796,1,17.2,2021-11-05 06:21:25.110000
796,797,1,17.2,2021-11-05 06:44:08.872000
797,798,1,17.5,2021-11-05 07:05:54.218000
798,799,1,17.9,2021-11-05 07:26:25.968000
799,800,1,18.2,2021-11-05 07:49:07.886000
800,801,1,18.7,2021-11-05 08:10:55.400000
801,802,1,19.1,2021-11-05 08:32:02.238000
802,803,1,19.1,2021-11-05 08:53:22.921000
803,804,1,19.2,2021-11-05 09:15:58.251000
804,805,1,19.4,2021-11-05 09:37:55.125000
805,806,1,19.5,2021-11-05 09:59:15.114000
806,807,1,19.7,2021-11-05 10:21:50.817000
807,808,1,19.8,2021-11-05 10:43:43.980000
808,809,1,19.9,2021-11-05 11:05:57.751000
809,810,1,20.0,2021-11-05 11:27:42.158000
810,811,1,20.1,2021-11-05 11:56:46.018000
811,812,1,20.2,2021-11-05 12:19:01.886000
812,813,1,20.1,2021-11-05 12:57:11.945000
813,814,1,20.0,2021-11-05 13:24:53.179000
814,815,1,19.9,2021-11-05 13:45:34.333000
815,816,1,19.9,2021-11-05 14:11:34.715000
816,817,1,19.8,2021-11-05 14:50:15.490000
817,818,1,19.7,2021-11-05 15:41:11.514000
818,819,1,19.7,2021-11-05 16:04:20.197000
819,820,1,19.6,2021-11-05 16:44:13.825000
820,821,1,19.5,2021-11-05 17:05:55.378000
821,822,1,19.5,2021-11-05 17:50:20.308000
822,823,1,19.6,2021-11-05 18:28:45.623000
823,824,1,19.6,2021-11-05 18:58:27.844000
824,825,1,19.4,2021-11-05 19:33:13.250000
825,826,1,19.2,2021-11-05 20:20:11.449000
826,827,1,19.0,2021-11-05 20:44:33.653000
827,828,1,18.9,2021-11-05 21:11:53.793000
828,829,1,18.7,2021-11-05 21:33:30.853000
829,830,1,18.5,2021-11-05 22:04:08.838000
830,831,1,18.4,2021-11-05 22:39:11.932000
831,832,1,18.2,2021-11-05 23:08:58.051000
832,833,1,18.1,2021-11-05 23:31:29.957000
833,834,1,18.0,2021-11-06 00:10:00.442000
834,835,1,17.8,2021-11-06 00:39:53.080000
835,836,1,17.7,2021-11-06 01:06:41.072000
836,837,1,17.7,2021-11-06 01:29:20.524000
837,838,1,17.5,2021-11-06 01:55:07.591000
838,839,1,17.5,2021-11-06 02:22:21.264000
839,840,1,17.3,2021-11-06 03:14:49.991000
840,841,1,17.2,2021-11-06 03:38:42.284000
841,842,1,17.1,2021-11-06 04:19:53.907000
842,843,1,17.0,2021-11-06 04:45:58.972000
843,844,1,16.9,2021-11-06 05:12:16.977000
844,845,1,16.7,2021-11-06 06:06:20.333000
845,846,1,16.7,2021-11-06 06:29:00.057000
846,847,1,16.7,2021-11-06 06:57:13.492000
847,848,1,16.6,2021-11-06 07:22:34.416000
848,849,1,16.5,2021-11-06 07:44:10.294000
849,850,1,16.5,2021-11-06 08:05:52.564000
850,851,1,16.4,2021-11-06 08:30:29.444000
851,852,1,16.4,2021-11-06 08:57:39.951000
852,853,1,16.4,2021-11-06 09:19:23.790000
853,854,1,16.3,2021-11-06 09:49:20.643000
854,855,1,16.3,2021-11-06 10:19:14.167000
855,856,1,16.2,2021-11-06 11:04:24.732000
856,857,1,16.1,2021-11-06 11:29:53.485000
857,858,1,16.1,2021-11-06 11:55:44.456000
858,859,1,16.1,2021-11-06 12:28:06.697000
859,860,1,16.0,2021-11-06 12:52:05.962000
860,861,1,16.0,2021-11-06 13:25:33.601000
861,862,1,16.0,2021-11-06 14:02:43.454000
862,863,1,16.0,2021-11-06 14:26:26.588000
863,864,1,16.0,2021-11-06 14:50:38.305000
864,865,1,16.0,2021-11-06 15:23:57.417000
865,866,1,15.9,2021-11-06 15:51:44.208000
866,867,1,15.9,2021-11-06 16:19:10.078000
867,868,1,15.9,2021-11-06 16:57:32.841000
868,869,1,15.9,2021-11-06 17:23:16.954000
869,870,1,15.8,2021-11-06 17:47:14.201000
870,871,1,15.8,2021-11-06 18:21:41.334000
871,872,1,15.8,2021-11-06 18:48:59.840000
872,873,1,15.7,2021-11-06 19:11:32.594000
873,874,1,15.7,2021-11-06 19:43:02.495000
874,875,1,15.7,2021-11-06 20:10:45.380000
875,876,1,15.6,2021-11-06 20:41:30.049000
876,877,1,15.6,2021-11-06 21:14:45.699000
877,878,1,15.6,2021-11-06 21:37:37.102000
878,879,1,15.6,2021-11-06 22:06:56.188000
879,880,1,15.5,2021-11-06 22:29:54.152000
880,881,1,15.8,2021-11-06 22:53:05.743000
881,882,1,16.8,2021-11-06 23:25:24.163000
882,883,1,17.3,2021-11-06 23:47:18.647000
883,884,1,18.0,2021-11-07 00:18:27.108000
884,885,1,18.3,2021-11-07 00:44:06.964000
885,886,1,18.3,2021-11-07 01:41:55.052000
886,887,1,18.2,2021-11-07 02:15:04.541000
887,888,1,18.0,2021-11-07 02:40:49.800000
888,889,1,17.8,2021-11-07 03:01:52.851000
889,890,1,17.6,2021-11-07 03:35:29.303000
890,891,1,17.5,2021-11-07 04:10:08.528000
891,892,1,17.3,2021-11-07 04:32:54.884000
892,893,1,17.2,2021-11-07 05:13:00.172000
893,894,1,17.0,2021-11-07 05:35:43.765000
894,895,1,16.9,2021-11-07 06:17:31.773000
895,896,1,16.8,2021-11-07 06:43:21.425000
896,897,1,16.7,2021-11-07 07:04:54.418000
897,898,1,16.7,2021-11-07 07:28:17.841000
898,899,1,16.6,2021-11-07 08:00:24.597000
899,900,1,16.5,2021-11-07 08:33:57.907000
900,901,1,16.4,2021-11-07 09:00:25.041000
901,902,1,16.4,2021-11-07 09:26:35.998000
902,903,1,16.3,2021-11-07 10:06:33.175000
903,904,1,16.2,2021-11-07 10:42:09.558000
904,905,1,16.3,2021-11-07 11:06:36.255000
905,906,1,16.3,2021-11-07 11:36:47.794000
906,907,1,16.3,2021-11-07 12:20:29.437000
907,908,1,16.3,2021-11-07 12:44:43.651000
908,909,1,16.3,2021-11-07 13:05:41.665000
909,910,1,16.3,2021-11-07 13:52:39.216000
910,911,1,16.3,2021-11-07 14:41:31.101000
911,912,1,16.3,2021-11-07 15:07:14.252000
912,913,1,16.2,2021-11-07 15:33:35.995000
913,914,1,16.2,2021-11-07 15:54:55.290000
914,915,1,16.2,2021-11-07 16:19:33.739000
915,916,1,16.2,2021-11-07 16:54:58.414000
916,917,1,16.1,2021-11-07 17:16:05.712000
917,918,1,16.1,2021-11-07 17:44:15.092000
918,919,1,16.0,2021-11-07 18:07:26.570000
919,920,1,16.0,2021-11-07 18:37:10.537000
920,921,1,16.0,2021-11-07 18:59:22.480000
921,922,1,15.9,2021-11-07 19:27:51.849000
922,923,1,15.8,2021-11-07 19:51:50.296000
923,924,1,15.9,2021-11-07 20:37:58.109000
924,925,1,16.7,2021-11-07 21:02:45.649000
925,926,1,17.1,2021-11-07 21:23:43.063000
926,927,1,17.5,2021-11-07 21:47:16.352000
927,928,1,18.3,2021-11-07 22:24:08.487000
928,929,1,18.5,2021-11-07 22:53:42.939000
929,930,1,18.3,2021-11-07 23:55:53.729000
930,931,1,18.2,2021-11-08 00:18:33.270000
931,932,1,18.0,2021-11-08 00:44:45.544000
932,933,1,17.8,2021-11-08 01:15:40.025000
933,934,1,17.7,2021-11-08 01:38:09.497000
934,935,1,17.5,2021-11-08 02:04:41.404000
935,936,1,17.5,2021-11-08 02:30:05.089000
936,937,1,18.1,2021-11-08 02:54:05.964000
937,938,1,18.7,2021-11-08 03:26:49.736000
938,939,1,19.0,2021-11-08 03:52:31.067000
939,940,1,19.1,2021-11-08 04:15:12.758000
940,941,1,19.2,2021-11-08 04:56:02.649000
941,942,1,19.3,2021-11-08 05:18:59.169000
942,943,1,19.4,2021-11-08 05:44:46.399000
943,944,1,19.6,2021-11-08 06:17:56.433000
944,945,1,19.6,2021-11-08 06:38:23.207000
945,946,1,19.7,2021-11-08 07:05:39.203000
946,947,1,19.8,2021-11-08 07:29:04.547000
947,948,1,19.9,2021-11-08 07:55:17.933000
948,949,1,19.9,2021-11-08 08:24:17.565000
949,950,1,19.8,2021-11-08 09:29:53.870000
950,951,1,19.9,2021-11-08 09:56:50.498000
951,952,1,19.9,2021-11-08 10:21:34.073000
952,953,1,20.0,2021-11-08 10:51:45.291000
953,954,1,20.0,2021-11-08 11:15:13.593000
954,955,1,20.0,2021-11-08 11:46:34.104000
955,956,1,20.1,2021-11-08 12:29:03.542000
956,957,1,20.1,2021-11-08 13:06:19.680000
957,958,1,20.0,2021-11-08 13:30:52.432000
958,959,1,19.9,2021-11-08 14:45:12.810000
959,960,1,19.9,2021-11-08 15:08:33.015000
960,961,1,19.9,2021-11-08 15:32:59.744000
961,962,1,19.8,2021-11-08 16:01:50.633000
962,963,1,19.8,2021-11-08 16:22:57.186000
963,964,1,19.8,2021-11-08 17:08:33.701000
964,965,1,19.7,2021-11-08 17:35:33.310000
965,966,1,19.7,2021-11-08 17:56:54.315000
966,967,1,19.6,2021-11-08 19:16:26.710000
967,968,1,19.4,2021-11-08 19:37:33.083000
968,969,1,19.3,2021-11-08 20:05:22.775000
969,970,1,19.2,2021-11-08 20:27:40.576000
970,971,1,19.0,2021-11-08 21:05:00.913000
971,972,1,18.9,2021-11-08 21:26:42.042000
972,973,1,18.7,2021-11-08 21:54:19.988000
973,974,1,18.4,2021-11-08 22:48:39.492000
974,975,1,18.3,2021-11-08 23:12:58.302000
975,976,1,18.1,2021-11-08 23:39:22.214000
976,977,1,18.0,2021-11-09 00:02:15.544000
977,978,1,17.9,2021-11-09 00:24:36.807000
978,979,1,17.7,2021-11-09 01:01:49.189000
979,980,1,17.6,2021-11-09 01:31:10.514000
980,981,1,17.5,2021-11-09 01:52:36.531000
981,982,1,17.5,2021-11-09 02:19:05.208000
982,983,1,18.4,2021-11-09 03:05:11.580000
983,984,1,18.7,2021-11-09 03:34:32.190000
984,985,1,18.9,2021-11-09 04:03:47.534000
985,986,1,19.1,2021-11-09 04:34:49.104000
986,987,1,19.2,2021-11-09 05:10:14.081000
987,988,1,19.3,2021-11-09 05:34:12.407000
988,989,1,19.4,2021-11-09 06:00:44.339000
989,990,1,19.5,2021-11-09 06:55:58.844000
990,991,1,19.6,2021-11-09 07:37:25.768000
991,992,1,19.6,2021-11-09 08:12:49.937000
992,993,1,19.5,2021-11-09 08:37:37.394000
993,994,1,19.5,2021-11-09 09:01:14.196000
994,995,1,19.5,2021-11-09 09:38:18.774000
995,996,1,19.5,2021-11-09 10:02:49.035000
996,997,1,19.5,2021-11-09 10:30:22.198000
997,998,1,19.6,2021-11-09 11:05:05.759000
998,999,1,19.6,2021-11-09 11:34:16.094000
999,1000,1,19.6,2021-11-09 12:05:47.364000
1000,1001,1,19.6,2021-11-09 12:42:32.595000
1001,1002,1,19.6,2021-11-09 13:06:34.112000
1002,1003,1,19.7,2021-11-09 13:30:57.932000
1003,1004,1,19.6,2021-11-09 14:02:33.329000
1004,1005,1,19.6,2021-11-09 14:32:08.897000
1005,1006,1,19.7,2021-11-09 14:58:29.491000
1006,1007,1,19.7,2021-11-09 15:27:09.250000
1007,1008,1,19.6,2021-11-09 16:00:35.117000
1008,1009,1,19.7,2021-11-09 16:21:29.411000
1009,1010,1,19.6,2021-11-09 16:48:09.610000
1010,1011,1,19.6,2021-11-09 17:24:04.889000
1011,1012,1,19.6,2021-11-09 18:04:19.410000
1012,1013,1,19.6,2021-11-09 18:28:29.447000
1013,1014,1,19.6,2021-11-09 18:53:11.856000
1014,1015,1,19.5,2021-11-09 19:23:13.018000
1015,1016,1,19.4,2021-11-09 19:45:08.358000
1016,1017,1,19.2,2021-11-09 20:26:18.421000
1017,1018,1,19.2,2021-11-09 20:48:48.402000
1018,1019,1,19.0,2021-11-09 21:10:42.200000
1019,1020,1,18.8,2021-11-09 21:38:32.115000
1020,1021,1,18.7,2021-11-09 22:03:42.709000
1021,1022,1,18.6,2021-11-09 22:26:03.190000
1022,1023,1,18.5,2021-11-09 22:56:07.075000
1023,1024,1,18.4,2021-11-09 23:21:08.601000
1024,1025,1,18.2,2021-11-09 23:52:22.068000
1025,1026,1,18.2,2021-11-10 00:15:34.335000
1026,1027,1,18.0,2021-11-10 00:45:36.541000
1027,1028,1,17.9,2021-11-10 01:12:30.255000
1028,1029,1,17.8,2021-11-10 01:46:27.289000
1029,1030,1,17.7,2021-11-10 02:07:12.260000
1030,1031,1,17.6,2021-11-10 02:33:38.447000
1031,1032,1,17.5,2021-11-10 03:01:30.304000
1032,1033,1,17.8,2021-11-10 03:32:35.444000
1033,1034,1,18.3,2021-11-10 04:03:37.274000
1034,1035,1,18.6,2021-11-10 04:32:19.284000
1035,1036,1,18.8,2021-11-10 04:56:18.175000
1036,1037,1,18.9,2021-11-10 05:24:28.542000
1037,1038,1,19.0,2021-11-10 05:48:25.460000
1038,1039,1,19.1,2021-11-10 06:20:04.475000
1039,1040,1,19.2,2021-11-10 06:41:56.612000
1040,1041,1,19.3,2021-11-10 07:14:15.119000
1041,1042,1,19.4,2021-11-10 07:40:59.857000
1042,1043,1,19.6,2021-11-10 08:31:09.149000
1043,1044,1,19.6,2021-11-10 08:53:14.353000
1044,1045,1,19.6,2021-11-10 09:17:28.813000
1045,1046,1,19.6,2021-11-10 09:43:42.049000
1046,1047,1,19.7,2021-11-10 10:07:03.835000
1047,1048,1,19.8,2021-11-10 10:32:48.086000
1048,1049,1,19.9,2021-11-10 10:57:16.770000
1049,1050,1,20.0,2021-11-10 11:20:13.264000
1050,1051,1,20.2,2021-11-10 11:44:56.180000
1051,1052,1,20.4,2021-11-10 12:33:46.961000
1052,1053,1,20.5,2021-11-10 13:21:01.067000
1053,1054,1,20.5,2021-11-10 13:45:17.929000
1054,1055,1,20.6,2021-11-10 14:06:38.688000
1055,1056,1,20.5,2021-11-10 14:30:04.621000
1056,1057,1,20.5,2021-11-10 14:54:45.283000
1057,1058,1,20.5,2021-11-10 15:20:47.547000
1058,1059,1,20.5,2021-11-10 15:44:20.938000
1059,1060,1,20.5,2021-11-10 16:11:12.117000
1060,1061,1,20.5,2021-11-10 16:34:17.724000
1061,1062,1,20.5,2021-11-10 16:58:19.549000
1062,1063,1,20.5,2021-11-10 17:38:42.922000
1063,1064,1,20.4,2021-11-10 18:02:01.007000
1064,1065,1,20.4,2021-11-10 18:30:02.806000
1065,1066,1,20.3,2021-11-10 18:54:11.745000
1066,1067,1,20.3,2021-11-10 19:17:15.689000
1067,1068,1,20.1,2021-11-10 19:55:10.517000
