,id,sensor_id,data,time_stamp
122,123,1,19.3,2021-10-25 05:59:05.714139
123,124,1,19.4,2021-10-25 06:20:17.355516
124,125,1,19.5,2021-10-25 06:41:38.898281
125,126,1,19.6,2021-10-25 07:02:24.639126
126,127,1,19.7,2021-10-25 07:24:00.974583
127,128,1,19.7,2021-10-25 07:47:00.039161
128,129,1,19.8,2021-10-25 08:08:42.484330
129,130,1,19.9,2021-10-25 08:29:12.591407
130,131,1,19.9,2021-10-25 08:51:25.885885
131,132,1,20.0,2021-10-25 09:12:21.249643
132,133,1,20.1,2021-10-25 09:33:59.823058
133,134,1,20.1,2021-10-25 09:54:28.550829
134,135,1,20.1,2021-10-25 10:17:07.458462
135,136,1,20.1,2021-10-25 10:38:53.328524
136,137,1,20.0,2021-10-25 11:01:05.889993
137,138,1,19.9,2021-10-25 11:22:49.371203
138,139,1,19.8,2021-10-25 11:43:37.709360
139,140,1,19.8,2021-10-25 12:04:37.646327
140,141,1,19.8,2021-10-25 12:25:57.587294
141,142,1,19.8,2021-10-25 12:46:36.502370
142,143,1,19.9,2021-10-25 13:07:38.362403
143,144,1,19.8,2021-10-25 13:28:37.643657
144,145,1,19.8,2021-10-25 13:51:13.006941
145,146,1,19.8,2021-10-25 14:12:59.737830
146,147,1,19.9,2021-10-25 14:33:44.285085
147,148,1,19.8,2021-10-25 14:54:29.893666
148,149,1,19.9,2021-10-25 15:16:20.586095
149,150,1,19.8,2021-10-25 15:38:59.641852
150,151,1,19.8,2021-10-25 16:00:17.640238
151,152,1,19.8,2021-10-25 16:21:41.366060
152,153,1,19.8,2021-10-25 16:42:35.699818
153,154,1,19.8,2021-10-25 17:04:15.814095
154,155,1,19.7,2021-10-25 17:26:20.274322
155,156,1,19.7,2021-10-25 17:48:14.623387
156,157,1,19.7,2021-10-25 18:09:19.473253
157,158,1,19.6,2021-10-25 18:31:45.002603
158,159,1,19.6,2021-10-25 18:52:48.908968
159,160,1,19.5,2021-10-25 19:13:28.914070
160,161,1,19.4,2021-10-25 19:35:46.433828
161,162,1,19.3,2021-10-25 19:57:04.717440
162,163,1,19.2,2021-10-25 20:19:50.186833
163,164,1,19.1,2021-10-25 20:40:43.209596
164,165,1,18.9,2021-10-25 21:02:07.987537
165,166,1,18.9,2021-10-25 21:24:32.782353
166,167,1,18.8,2021-10-25 21:46:12.282506
167,168,1,18.7,2021-10-25 22:07:55.070138
168,169,1,18.7,2021-10-25 22:30:03.086023
169,170,1,18.6,2021-10-25 22:52:26.995593
170,171,1,18.5,2021-10-25 23:13:37.958557
171,172,1,18.4,2021-10-25 23:35:04.161113
172,173,1,18.4,2021-10-25 23:56:31.966705
173,174,1,18.3,2021-10-26 00:17:22.776718
174,175,1,18.2,2021-10-26 00:38:35.676802
175,176,1,18.2,2021-10-26 01:00:26.535903
176,177,1,18.2,2021-10-26 01:21:30.523670
177,178,1,18.1,2021-10-26 01:43:25.314108
178,179,1,18.1,2021-10-26 02:05:02.589497
179,180,1,18.1,2021-10-26 02:27:47.416253
180,181,1,18.3,2021-10-26 02:49:52.121766
181,182,1,19.0,2021-10-26 03:10:39.625394
182,183,1,19.4,2021-10-26 03:32:14.267607
183,184,1,19.5,2021-10-26 03:53:38.001438
184,185,1,19.5,2021-10-26 04:14:38.715930
185,186,1,19.6,2021-10-26 04:35:41.272891
186,187,1,19.6,2021-10-26 04:56:49.411680
187,188,1,19.7,2021-10-26 05:19:23.791955
188,189,1,19.8,2021-10-26 05:40:41.158805
189,190,1,19.9,2021-10-26 06:02:17.876041
190,191,1,20.0,2021-10-26 06:24:59.239767
191,192,1,20.0,2021-10-26 06:45:39.914488
192,193,1,20.1,2021-10-26 07:07:22.670300
193,194,1,20.1,2021-10-26 07:28:50.200247
194,195,1,20.1,2021-10-26 07:50:25.062805
195,196,1,20.1,2021-10-26 08:12:36.723621
196,197,1,20.1,2021-10-26 08:35:06.998866
197,198,1,20.3,2021-10-26 08:56:14.970428
198,199,1,20.3,2021-10-26 09:17:29.495152
199,200,1,20.3,2021-10-26 09:38:18.801501
200,201,1,20.3,2021-10-26 10:00:09.574864
201,202,1,20.2,2021-10-26 10:22:02.709838
202,203,1,20.2,2021-10-26 10:43:32.255916
203,204,1,20.2,2021-10-26 11:05:11.721966
204,205,1,20.2,2021-10-26 11:27:04.600015
205,206,1,20.2,2021-10-26 11:48:46.795229
206,207,1,20.2,2021-10-26 12:09:48.843043
207,208,1,20.2,2021-10-26 12:31:05.241384
208,209,1,20.3,2021-10-26 12:52:48.431361
209,210,1,20.3,2021-10-26 13:15:08.417466
210,211,1,20.3,2021-10-26 13:36:16.966448
211,212,1,20.2,2021-10-26 13:57:32.263445
212,213,1,20.2,2021-10-26 14:18:58.859108
213,214,1,19.5,2021-10-27 09:36:19.248931
214,215,1,19.7,2021-10-27 10:07:04.053702
215,216,1,19.7,2021-10-27 10:30:44.158034
216,217,1,19.7,2021-10-27 10:52:10.663152
217,218,1,19.7,2021-10-27 11:15:11.981301
218,219,1,19.7,2021-10-27 11:37:11.444072
219,220,1,19.7,2021-10-27 11:59:58.147265
220,221,1,19.9,2021-10-27 12:21:09.260875
221,222,1,20.0,2021-10-27 12:42:31.846154
222,223,1,20.0,2021-10-27 13:04:34.284820
223,224,1,19.9,2021-10-27 13:27:11.837122
224,225,1,19.8,2021-10-27 13:49:13.131653
225,226,1,19.8,2021-10-27 14:11:19.908168
226,227,1,20.0,2021-10-27 14:53:16.313202
227,228,1,20.1,2021-10-27 15:17:17.561267
228,229,1,20.1,2021-10-27 15:39:22.847205
229,230,1,20.1,2021-10-27 16:02:23.707175
230,231,1,20.1,2021-10-27 16:24:12.551814
231,232,1,20.1,2021-10-27 16:46:37.369676
232,233,1,20.2,2021-10-27 17:08:31.441460
233,234,1,20.2,2021-10-27 17:30:01.740813
234,235,1,20.2,2021-10-27 17:52:28.950236
235,236,1,20.2,2021-10-27 18:13:53.403049
236,237,1,20.2,2021-10-27 18:35:36.536523
237,238,1,20.1,2021-10-27 18:57:47.969358
238,239,1,20.1,2021-10-27 19:19:05.396576
239,240,1,20.0,2021-10-27 19:41:31.946509
240,241,1,19.8,2021-10-27 20:03:02.712527
241,242,1,19.7,2021-10-27 20:25:30.026305
242,243,1,19.7,2021-10-27 20:47:53.879747
243,244,1,19.6,2021-10-27 21:08:47.976834
244,245,1,19.5,2021-10-27 21:30:39.315354
245,246,1,19.4,2021-10-27 21:52:16.637591
246,247,1,19.3,2021-10-27 22:14:31.460709
247,248,1,19.2,2021-10-27 22:35:18.434283
248,249,1,19.2,2021-10-27 22:56:44.357347
249,250,1,19.1,2021-10-27 23:18:24.450291
250,251,1,19.0,2021-10-27 23:40:47.935478
251,252,1,18.9,2021-10-28 00:03:26.732451
252,253,1,18.9,2021-10-28 00:24:55.785838
253,254,1,18.8,2021-10-28 00:45:50.752759
254,255,1,18.7,2021-10-28 01:06:36.212891
255,256,1,18.7,2021-10-28 01:28:11.270063
256,257,1,18.7,2021-10-28 01:50:09.253643
257,258,1,18.6,2021-10-28 02:11:38.740073
258,259,1,18.9,2021-10-28 02:34:13.501709
259,260,1,19.2,2021-10-28 02:56:45.216827
260,261,1,19.5,2021-10-28 03:17:39.838384
261,262,1,19.7,2021-10-28 03:38:47.683364
262,263,1,19.7,2021-10-28 04:00:10.028506
263,264,1,19.7,2021-10-28 04:21:59.769110
264,265,1,19.8,2021-10-28 04:42:42.499735
265,266,1,19.9,2021-10-28 05:04:17.656093
266,267,1,19.9,2021-10-28 05:26:22.333236
267,268,1,20.0,2021-10-28 05:47:31.195043
268,269,1,20.0,2021-10-28 06:08:43.131090
269,270,1,20.1,2021-10-28 06:29:32.216041
270,271,1,20.1,2021-10-28 06:51:58.118791
271,272,1,20.1,2021-10-28 07:12:26.781381
272,273,1,20.0,2021-10-28 07:34:44.407495
273,274,1,20.1,2021-10-28 07:55:56.869258
274,275,1,20.1,2021-10-28 08:17:10.213871
275,276,1,20.2,2021-10-28 08:38:28.082483
276,277,1,20.2,2021-10-28 09:00:15.113664
277,278,1,20.2,2021-10-28 09:21:55.021575
278,279,1,20.2,2021-10-28 09:42:35.938098
279,280,1,20.1,2021-10-28 10:04:43.422630
280,281,1,20.1,2021-10-28 10:25:44.328467
281,282,1,20.1,2021-10-28 10:47:38.549082
282,283,1,20.1,2021-10-28 11:09:54.108555
283,284,1,20.2,2021-10-28 11:31:06.206177
284,285,1,20.2,2021-10-28 11:53:07.492090
285,286,1,20.2,2021-10-28 12:14:59.412338
286,287,1,20.1,2021-10-28 12:37:16.900256
287,288,1,20.0,2021-10-28 12:59:53.576239
288,289,1,19.8,2021-10-28 13:20:50.726844
289,290,1,19.8,2021-10-28 13:42:59.176992
290,291,1,19.7,2021-10-28 14:03:54.203941
291,292,1,19.7,2021-10-28 14:25:20.788924
292,293,1,19.7,2021-10-28 14:46:41.322538
293,294,1,19.6,2021-10-28 15:08:55.891236
294,295,1,19.6,2021-10-28 15:30:27.533743
295,296,1,19.5,2021-10-28 15:53:11.801834
296,297,1,19.4,2021-10-28 16:16:27.497763
297,298,1,19.4,2021-10-28 16:37:39.999474
298,299,1,19.4,2021-10-28 16:58:55.929472
299,300,1,19.3,2021-10-28 17:19:31.887554
300,301,1,19.3,2021-10-28 17:42:18.141875
301,302,1,19.3,2021-10-28 18:04:39.868197
302,303,1,19.3,2021-10-28 18:25:34.552204
303,304,1,19.4,2021-10-28 18:47:21.041791
304,305,1,19.3,2021-10-28 19:10:20.022217
305,306,1,19.4,2021-10-28 19:32:05.905687
306,307,1,19.3,2021-10-28 19:53:19.282045
307,308,1,19.3,2021-10-28 20:15:14.332527
308,309,1,19.2,2021-10-28 20:37:09.971286
309,310,1,19.2,2021-10-28 20:59:51.950396
310,311,1,19.2,2021-10-28 21:20:55.036266
311,312,1,19.1,2021-10-28 21:42:53.192018
312,313,1,19.1,2021-10-28 22:03:42.198349
313,314,1,19.0,2021-10-28 22:25:04.935088
314,315,1,19.0,2021-10-28 22:46:57.686490
315,316,1,19.0,2021-10-28 23:08:20.151475
316,317,1,18.9,2021-10-28 23:31:42.696945
317,318,1,18.9,2021-10-28 23:53:20.628445
318,319,1,18.8,2021-10-29 00:14:40.247356
319,320,1,18.8,2021-10-29 00:35:43.778508
320,321,1,18.7,2021-10-29 00:56:44.085554
321,322,1,18.7,2021-10-29 01:17:52.137397
322,323,1,18.6,2021-10-29 01:39:26.504018
323,324,1,18.6,2021-10-29 02:01:08.398188
324,325,1,18.6,2021-10-29 02:24:17.609399
325,326,1,18.8,2021-10-29 02:45:41.600009
326,327,1,19.3,2021-10-29 03:07:35.096306
327,328,1,19.4,2021-10-29 03:28:42.466258
328,329,1,19.6,2021-10-29 03:51:25.460821
329,330,1,19.7,2021-10-29 04:14:07.628996
330,331,1,19.8,2021-10-29 04:35:28.589706
331,332,1,19.8,2021-10-29 04:56:25.435563
332,333,1,19.8,2021-10-29 05:18:56.356610
333,334,1,19.9,2021-10-29 05:40:15.313087
334,335,1,20.0,2021-10-29 06:02:43.171117
335,336,1,20.0,2021-10-29 06:23:49.784816
336,337,1,20.1,2021-10-29 06:44:38.773390
337,338,1,20.1,2021-10-29 07:06:03.493863
338,339,1,20.1,2021-10-29 07:27:38.642845
339,340,1,20.1,2021-10-29 07:48:34.650028
340,341,1,20.1,2021-10-29 08:10:04.648731
341,342,1,20.2,2021-10-29 08:32:15.313429
342,343,1,20.2,2021-10-29 08:54:29.635940
343,344,1,20.2,2021-10-29 09:16:17.474138
344,345,1,20.2,2021-10-29 09:38:07.134236
345,346,1,20.1,2021-10-29 10:00:32.425469
346,347,1,20.0,2021-10-29 10:22:51.945504
347,348,1,20.0,2021-10-29 10:43:52.965989
348,349,1,19.9,2021-10-29 11:04:34.640808
349,350,1,19.9,2021-10-29 11:26:09.029173
350,351,1,19.9,2021-10-29 11:47:43.195957
351,352,1,19.9,2021-10-29 12:10:10.880569
352,353,1,19.9,2021-10-29 12:31:55.865852
353,354,1,19.8,2021-10-29 12:53:00.276486
354,355,1,19.7,2021-10-29 13:14:14.242021
355,356,1,19.6,2021-10-29 13:35:26.280082
356,357,1,19.5,2021-10-29 13:57:06.980290
357,358,1,19.5,2021-10-29 14:19:16.752248
358,359,1,19.4,2021-10-29 14:41:03.075403
359,360,1,19.3,2021-10-29 15:04:03.049501
360,361,1,19.3,2021-10-29 15:25:18.371667
361,362,1,19.2,2021-10-29 15:46:51.578256
362,363,1,19.3,2021-10-29 16:08:57.084107
363,364,1,19.2,2021-10-29 16:29:46.174930
364,365,1,19.2,2021-10-29 16:52:07.808203
365,366,1,19.2,2021-10-29 17:14:02.750223
366,367,1,19.1,2021-10-29 17:35:20.116115
367,368,1,19.1,2021-10-29 17:58:04.170743
368,369,1,19.1,2021-10-29 18:19:31.377742
369,370,1,19.2,2021-10-29 18:40:12.342209
370,371,1,19.1,2021-10-29 19:02:26.659034
371,372,1,19.1,2021-10-29 19:24:16.275344
372,373,1,19.1,2021-10-29 19:45:34.280330
373,374,1,19.1,2021-10-29 20:07:48.834452
374,375,1,19.1,2021-10-29 20:29:43.589997
375,376,1,19.0,2021-10-29 20:51:30.010222
376,377,1,19.0,2021-10-29 21:13:11.890217
377,378,1,18.9,2021-10-29 21:35:48.282431
378,379,1,18.9,2021-10-29 21:57:53.748985
379,380,1,18.9,2021-10-29 22:19:14.667479
380,381,1,18.8,2021-10-29 22:41:41.179101
381,382,1,18.8,2021-10-29 23:03:25.081782
382,383,1,18.7,2021-10-29 23:25:30.593712
383,384,1,18.7,2021-10-29 23:47:14.111087
384,385,1,18.6,2021-10-30 00:08:54.627370
385,386,1,18.6,2021-10-30 00:30:02.234798
386,387,1,18.6,2021-10-30 00:52:52.364714
387,388,1,18.6,2021-10-30 01:13:26.432250
388,389,1,18.5,2021-10-30 01:34:22.284815
389,390,1,18.5,2021-10-30 01:56:44.513128
390,391,1,18.4,2021-10-30 02:18:31.809705
391,392,1,18.4,2021-10-30 02:40:55.096146
392,393,1,18.3,2021-10-30 03:02:12.061491
393,394,1,18.3,2021-10-30 03:23:40.987192
394,395,1,18.3,2021-10-30 03:44:59.969331
395,396,1,18.3,2021-10-30 04:05:52.009679
396,397,1,18.2,2021-10-30 04:27:47.811907
397,398,1,18.2,2021-10-30 04:49:40.949043
398,399,1,18.2,2021-10-30 05:11:39.620904
399,400,1,18.1,2021-10-30 05:33:29.649916
400,401,1,18.1,2021-10-30 05:55:56.718217
401,402,1,18.1,2021-10-30 06:17:40.237958
402,403,1,18.1,2021-10-30 06:40:33.632230
403,404,1,18.0,2021-10-30 07:02:31.120177
404,405,1,18.0,2021-10-30 07:23:58.337323
405,406,1,18.0,2021-10-30 07:45:01.964108
406,407,1,18.0,2021-10-30 08:06:45.864418
407,408,1,18.0,2021-10-30 08:28:46.183083
408,409,1,17.9,2021-10-30 08:49:29.852238
409,410,1,17.9,2021-10-30 09:11:24.862906
410,411,1,17.9,2021-10-30 09:33:19.471978
411,412,1,17.9,2021-10-30 09:55:19.619489
412,413,1,17.9,2021-10-30 10:16:53.114315
413,414,1,17.8,2021-10-30 10:37:32.924818
414,415,1,17.8,2021-10-30 10:59:11.878723
415,416,1,17.8,2021-10-30 11:20:56.267536
416,417,1,17.8,2021-10-30 11:42:36.101714
417,418,1,17.8,2021-10-30 12:04:41.101981
418,419,1,17.8,2021-10-30 12:26:37.509508
419,420,1,17.7,2021-10-30 12:48:00.729088
420,421,1,17.7,2021-10-30 13:10:40.770885
421,422,1,17.7,2021-10-30 13:31:41.901194
422,423,1,17.7,2021-10-30 13:53:44.052230
423,424,1,17.7,2021-10-30 14:15:59.604899
424,425,1,17.7,2021-10-30 14:37:56.887265
425,426,1,17.7,2021-10-30 14:58:25.763541
426,427,1,17.7,2021-10-30 15:19:39.845651
427,428,1,17.7,2021-10-30 15:41:50.811087
428,429,1,17.7,2021-10-30 16:04:26.024032
429,430,1,17.7,2021-10-30 16:27:46.201242
430,431,1,17.7,2021-10-30 16:49:01.793361
431,432,1,17.6,2021-10-30 17:11:03.092588
432,433,1,17.6,2021-10-30 17:32:44.286437
433,434,1,17.6,2021-10-30 17:54:51.308415
434,435,1,17.6,2021-10-30 18:16:12.582287
435,436,1,17.6,2021-10-30 18:37:29.482765
436,437,1,17.6,2021-10-30 18:58:27.313541
437,438,1,17.6,2021-10-30 19:19:37.867151
438,439,1,17.5,2021-10-30 19:41:23.197594
439,440,1,17.5,2021-10-30 20:03:24.670615
440,441,1,17.5,2021-10-30 20:24:37.767867
441,442,1,17.5,2021-10-30 20:46:42.619632
442,443,1,17.5,2021-10-30 21:08:29.753806
443,444,1,17.4,2021-10-30 21:31:51.024294
444,445,1,17.4,2021-10-30 21:53:48.837655
445,446,1,17.4,2021-10-30 22:15:50.075808
446,447,1,17.3,2021-10-30 22:37:14.138661
447,448,1,17.3,2021-10-30 23:00:21.796819
448,449,1,17.3,2021-10-30 23:22:50.538984
449,450,1,17.3,2021-10-30 23:43:48.185864
450,451,1,17.2,2021-10-31 00:05:06.144802
451,452,1,17.2,2021-10-31 00:28:00.516846
452,453,1,17.2,2021-10-31 00:50:26.113515
453,454,1,17.2,2021-10-31 01:13:08.553913
454,455,1,17.1,2021-10-31 01:34:15.294740
455,456,1,17.1,2021-10-31 01:56:42.783441
456,457,1,17.1,2021-10-31 02:17:53.783414
457,458,1,17.1,2021-10-31 02:39:06.110334
458,459,1,16.9,2021-10-31 03:04:20.357607
459,460,1,16.9,2021-10-31 03:26:57.634271
460,461,1,16.9,2021-10-31 03:48:40.295784
461,462,1,16.9,2021-10-31 04:11:47.136347
462,463,1,16.8,2021-10-31 04:33:28.611904
463,464,1,16.8,2021-10-31 04:55:52.466812
464,465,1,16.7,2021-10-31 05:18:24.848128
465,466,1,16.7,2021-10-31 05:42:17.856454
466,467,1,16.7,2021-10-31 06:04:53.653619
467,468,1,16.7,2021-10-31 06:26:14.361252
468,469,1,16.6,2021-10-31 06:49:12.132325
469,470,1,16.6,2021-10-31 07:10:37.579769
470,471,1,16.6,2021-10-31 07:32:04.946984
471,472,1,16.6,2021-10-31 07:54:01.147683
472,473,1,16.5,2021-10-31 08:16:38.132541
473,474,1,16.5,2021-10-31 08:37:55.555583
474,475,1,16.5,2021-10-31 08:59:21.037939
475,476,1,16.5,2021-10-31 09:20:39.975046
476,477,1,16.5,2021-10-31 09:42:16.388360
477,478,1,16.4,2021-10-31 10:03:32.464559
478,479,1,16.4,2021-10-31 10:25:47.064587
479,480,1,16.4,2021-10-31 10:48:10.009695
480,481,1,16.4,2021-10-31 11:09:37.293457
481,482,1,16.4,2021-10-31 11:32:12.992162
482,483,1,16.4,2021-10-31 11:54:15.219958
483,484,1,16.3,2021-10-31 12:16:00.077529
484,485,1,16.4,2021-10-31 12:38:13.893443
485,486,1,16.4,2021-10-31 12:59:45.952014
486,487,1,16.4,2021-10-31 13:21:32.720440
487,488,1,16.3,2021-10-31 13:43:23.164322
488,489,1,16.3,2021-10-31 14:04:39.883003
489,490,1,16.3,2021-10-31 14:25:43.431063
490,491,1,16.3,2021-10-31 14:47:04.847719
491,492,1,16.3,2021-10-31 15:08:54.357870
492,493,1,16.3,2021-10-31 15:29:55.102254
493,494,1,16.3,2021-10-31 15:51:30.637121
494,495,1,16.3,2021-10-31 16:12:44.348550
495,496,1,16.3,2021-10-31 16:33:35.994017
496,497,1,16.2,2021-10-31 16:55:49.522020
497,498,1,16.2,2021-10-31 17:16:59.028256
498,499,1,16.2,2021-10-31 17:39:15.266883
499,500,1,16.2,2021-10-31 18:01:34.728291
500,501,1,16.2,2021-10-31 18:23:56.743439
501,502,1,16.2,2021-10-31 18:45:44.718328
502,503,1,16.1,2021-10-31 19:08:41.593140
503,504,1,16.1,2021-10-31 19:30:00.350555
504,505,1,16.7,2021-10-31 19:53:03.349862
505,506,1,17.2,2021-10-31 20:14:26.584480
506,507,1,18.0,2021-10-31 20:35:24.044668
507,508,1,18.2,2021-10-31 20:56:54.704580
508,509,1,18.4,2021-10-31 21:18:28.102254
509,510,1,18.6,2021-10-31 21:40:12.954179
510,511,1,18.5,2021-10-31 22:01:54.270511
511,512,1,18.5,2021-10-31 22:23:20.301078
512,513,1,18.4,2021-10-31 22:45:50.698411
513,514,1,18.3,2021-10-31 23:07:26.767586
514,515,1,18.1,2021-10-31 23:29:53.729826
515,516,1,18.0,2021-10-31 23:51:17.439020
516,517,1,18.0,2021-11-01 00:14:20.677231
517,518,1,17.8,2021-11-01 00:36:09.436638
518,519,1,17.7,2021-11-01 00:57:35.270731
519,520,1,17.6,2021-11-01 01:19:20.883261
520,521,1,17.4,2021-11-01 01:40:25.693610
521,522,1,17.3,2021-11-01 02:01:56.172345
522,523,1,17.3,2021-11-01 02:22:40.639029
523,524,1,17.6,2021-11-01 02:44:31.438499
524,525,1,18.4,2021-11-01 03:06:31.151031
525,526,1,18.6,2021-11-01 03:28:13.301926
526,527,1,18.8,2021-11-01 03:49:26.643889
527,528,1,19.0,2021-11-01 04:12:06.961320
528,529,1,19.2,2021-11-01 04:34:23.666095
529,530,1,19.2,2021-11-01 04:55:26.758775
530,531,1,19.3,2021-11-01 05:16:40.710756
531,532,1,19.4,2021-11-01 05:38:20.077690
532,533,1,19.4,2021-11-01 05:59:50.509796
533,534,1,19.6,2021-11-01 06:20:43.685509
534,535,1,19.6,2021-11-01 06:41:49.244293
535,536,1,19.6,2021-11-01 07:03:05.394742
