x,y
17.0,82.79170503604112
17.1,82.34306548562489
17.200000000000003,81.89719251934474
17.300000000000004,81.45406721600978
17.400000000000006,81.01367079550376
17.500000000000007,80.57598461765032
17.60000000000001,80.14099018108818
17.70000000000001,79.70866912215587
17.80000000000001,79.27900321378618
17.900000000000013,78.85197436441008
18.000000000000014,78.42756461687017
18.100000000000016,78.00575614734335
18.200000000000017,77.58653126427294
18.30000000000002,77.16987240730975
18.40000000000002,76.75576214626247
18.50000000000002,76.34418318005693
18.600000000000023,75.93511833570429
18.700000000000024,75.52855056727824
18.800000000000026,75.12446295490074
18.900000000000027,74.7228387037366
19.00000000000003,74.32366114299661
19.10000000000003,73.9269137249492
19.20000000000003,73.53258002394058
19.300000000000033,73.14064373542323
19.400000000000034,72.75108867499259
19.500000000000036,72.36389877743221
19.600000000000037,71.97905809576682
19.70000000000004,71.59655080032353
19.80000000000004,71.21636117780099
19.90000000000004,70.83847363034667
20.000000000000043,70.46287267464174
20.100000000000044,70.08954294099388
20.200000000000045,69.7184691724376
20.300000000000047,69.34963622384257
20.40000000000005,68.98302906102926
20.50000000000005,68.61863275989181
20.60000000000005,68.2564325055291
20.700000000000053,67.8964135913824
20.800000000000054,67.53856141838071
20.900000000000055,67.18286149409333
21.000000000000057,66.82929943188938
21.10000000000006,66.47786095010474
21.20000000000006,66.12853187121573
21.30000000000006,65.7812981210199
21.400000000000063,65.43614572782374
21.500000000000064,65.09306082163718
21.600000000000065,64.75202963337489
21.700000000000067,64.41303849406438
21.800000000000068,64.0760738340607
21.90000000000007,63.74112218226763
22.00000000000007,63.40817016536568
22.100000000000072,63.07720450704628
22.200000000000074,62.74821202725269
22.300000000000075,62.42117964142708
22.400000000000077,62.09609435976382
22.500000000000078,61.77294328646943
22.60000000000008,61.451713619028325
22.70000000000008,61.13239264747485
22.800000000000082,60.81496775367151
22.900000000000084,60.499426410592996
23.000000000000085,60.18575618161651
23.100000000000087,59.873944719817615
23.200000000000088,59.56397976727238
23.30000000000009,59.25584915436502
23.40000000000009,58.949540799101484
23.500000000000092,58.645042706428775
23.600000000000094,58.34234296755968
23.700000000000095,58.041429759303476
23.800000000000097,57.742291343402016
23.900000000000098,57.44491606587131
24.0000000000001,57.14929235634858
24.1000000000001,56.85540872744491
24.200000000000102,56.563253774102954
24.300000000000104,56.27281617296025
24.400000000000105,55.98408468171772
24.500000000000107,55.697048138513274
24.600000000000108,55.41169546130078
24.70000000000011,55.12801564723422
24.80000000000011,54.845997772056464
24.900000000000112,54.5656309894939
25.000000000000114,54.28690453065519
25.100000000000115,54.00980770343574
25.200000000000117,53.73432989192655
25.300000000000118,53.46046055582819
25.40000000000012,53.18818922986955
25.50000000000012,52.91750552323145
25.600000000000122,52.64839911897477
25.7,52.38
25.7,33.2
17,41.72
17,82
