id,sensor_id,data,time_stamp
1,9,690,2020-04-14 16:18:39.800826
2,9,690,2020-04-14 16:19:50.435483
3,9,690,2020-04-14 16:42:05.893761
4,9,690,2020-04-14 17:12:06.299114
5,9,690,2020-04-14 17:42:05.821512
6,9,690,2020-04-14 18:12:05.946723
7,9,690,2020-04-14 18:42:05.929938
8,9,690,2020-04-14 19:12:05.542345
9,9,690,2020-04-14 19:42:09.600746
10,9,690,2020-04-14 20:12:06.795640
11,9,690,2020-04-14 20:42:05.783708
12,9,690,2020-04-14 21:12:07.817359
13,9,690,2020-04-14 21:42:05.620075
14,9,690,2020-04-14 22:12:05.738894
15,9,690,2020-04-14 22:42:05.013056
16,9,690,2020-04-14 23:12:13.220459
17,9,690,2020-04-14 23:42:05.782579
18,9,690,2020-04-15 00:12:05.451536
19,9,690,2020-04-15 00:42:05.412556
20,9,690,2020-04-15 01:12:05.523035
21,9,690,2020-04-15 01:32:13.279685
22,9,690,2020-04-15 02:02:14.565225
23,9,690,2020-04-15 02:32:05.844087
24,9,690,2020-04-15 02:52:09.266132
25,9,690,2020-04-15 03:22:06.166824
26,9,690,2020-04-15 03:52:05.452339
27,9,690,2020-04-15 04:22:06.724743
28,9,690,2020-04-15 04:52:05.750513
29,9,690,2020-04-15 05:22:05.912009
30,9,690,2020-04-15 05:52:05.901548
31,9,690,2020-04-15 06:22:06.327623
32,9,690,2020-04-15 06:52:05.949629
33,9,690,2020-04-15 07:22:05.462593
34,9,690,2020-04-15 07:52:05.035504
35,9,690,2020-04-15 08:22:04.911529
36,9,690,2020-04-15 08:52:05.002579
37,9,690,2020-04-15 09:12:13.892427
38,9,690,2020-04-15 09:42:05.381413
39,9,690,2020-04-15 10:12:05.877186
40,9,690,2020-04-15 10:42:05.748009
41,9,690,2020-04-15 11:02:07.486167
42,9,690,2020-04-15 11:32:05.271652
43,9,690,2020-04-15 12:02:06.614743
44,9,690,2020-04-15 12:22:09.856629
45,9,690,2020-04-15 12:52:05.677831
46,9,690,2020-04-15 13:22:07.383430
47,9,690,2020-04-15 13:52:04.915656
48,9,690,2020-04-15 14:22:06.985500
49,9,690,2020-04-15 14:52:05.249425
50,9,690,2020-04-15 15:22:12.468305
51,9,690,2020-04-15 15:52:05.840481
52,9,690,2020-04-15 16:22:06.059596
53,9,690,2020-04-15 16:52:05.655375
54,9,690,2020-04-15 17:22:05.929449
55,9,690,2020-04-15 17:52:05.255797
56,9,690,2020-04-15 18:22:05.790455
57,9,690,2020-04-15 18:52:05.298654
58,9,690,2020-04-15 19:22:06.487663
59,9,690,2020-04-15 19:52:07.311670
60,9,690,2020-04-15 20:12:13.999997
