id,sensor_id,data,time_stamp
366,'1',19.2,'2021-10-29T17:14:02.750223+02'
367,'1',19.1,'2021-10-29T17:35:20.116115+02'
368,'1',19.1,'2021-10-29T17:58:04.170743+02'
369,'1',19.1,'2021-10-29T18:19:31.377742+02'
370,'1',19.2,'2021-10-29T18:40:12.342209+02'
371,'1',19.1,'2021-10-29T19:02:26.659034+02'
372,'1',19.1,'2021-10-29T19:24:16.275344+02'
373,'1',19.1,'2021-10-29T19:45:34.28033+02'
374,'1',19.1,'2021-10-29T20:07:48.834452+02'
375,'1',19.1,'2021-10-29T20:29:43.589997+02'
376,'1',19.0,'2021-10-29T20:51:30.010222+02'
377,'1',19.0,'2021-10-29T21:13:11.890217+02'
378,'1',18.9,'2021-10-29T21:35:48.282431+02'
379,'1',18.9,'2021-10-29T21:57:53.748985+02'
380,'1',18.9,'2021-10-29T22:19:14.667479+02'
381,'1',18.8,'2021-10-29T22:41:41.179101+02'
382,'1',18.8,'2021-10-29T23:03:25.081782+02'
383,'1',18.7,'2021-10-29T23:25:30.593712+02'
384,'1',18.7,'2021-10-29T23:47:14.111087+02'
385,'1',18.6,'2021-10-30T00:08:54.62737+02'
386,'1',18.6,'2021-10-30T00:30:02.234798+02'
387,'1',18.6,'2021-10-30T00:52:52.364714+02'
388,'1',18.6,'2021-10-30T01:13:26.43225+02'
389,'1',18.5,'2021-10-30T01:34:22.284815+02'
390,'1',18.5,'2021-10-30T01:56:44.513128+02'
391,'1',18.4,'2021-10-30T02:18:31.809705+02'
392,'1',18.4,'2021-10-30T02:40:55.096146+02'
393,'1',18.3,'2021-10-30T03:02:12.061491+02'
394,'1',18.3,'2021-10-30T03:23:40.987192+02'
395,'1',18.3,'2021-10-30T03:44:59.969331+02'
396,'1',18.3,'2021-10-30T04:05:52.009679+02'
397,'1',18.2,'2021-10-30T04:27:47.811907+02'
398,'1',18.2,'2021-10-30T04:49:40.949043+02'
399,'1',18.2,'2021-10-30T05:11:39.620904+02'
400,'1',18.1,'2021-10-30T05:33:29.649916+02'
401,'1',18.1,'2021-10-30T05:55:56.718217+02'
402,'1',18.1,'2021-10-30T06:17:40.237958+02'
403,'1',18.1,'2021-10-30T06:40:33.63223+02'
404,'1',18.0,'2021-10-30T07:02:31.120177+02'
405,'1',18.0,'2021-10-30T07:23:58.337323+02'
406,'1',18.0,'2021-10-30T07:45:01.964108+02'
407,'1',18.0,'2021-10-30T08:06:45.864418+02'
408,'1',18.0,'2021-10-30T08:28:46.183083+02'
409,'1',17.9,'2021-10-30T08:49:29.852238+02'
410,'1',17.9,'2021-10-30T09:11:24.862906+02'
411,'1',17.9,'2021-10-30T09:33:19.471978+02'
412,'1',17.9,'2021-10-30T09:55:19.619489+02'
413,'1',17.9,'2021-10-30T10:16:53.114315+02'
414,'1',17.8,'2021-10-30T10:37:32.924818+02'
415,'1',17.8,'2021-10-30T10:59:11.878723+02'
416,'1',17.8,'2021-10-30T11:20:56.267536+02'
417,'1',17.8,'2021-10-30T11:42:36.101714+02'
418,'1',17.8,'2021-10-30T12:04:41.101981+02'
419,'1',17.8,'2021-10-30T12:26:37.509508+02'
